DATE,COM,COM_MM,COM_YY,OPEN,HIGH,LOW,CLOSE,SETTLE,VOLUME,OINT,SERIES
20220620,1MF  ,06,2022,0,0,0,0,629.91,0,15,1MFM22
20220620,1MF  ,07,2022,0,0,0,0,629.24,0,15,1MFN22
20220620,1MF  ,08,2022,0,0,0,0,627.37,0,15,1MFQ22
20220620,1MF  ,09,2022,0,0,0,0,626.06,0,15,1MFU22
20220620,1MF  ,10,2022,0,0,0,0,622.16,0,0,1MFV22
20220620,1MF  ,11,2022,0,0,0,0,618.48,0,0,1MFX22
20220620,1MF  ,12,2022,0,0,0,0,603.85,0,0,1MFZ22
20220620,1MF  ,01,2023,0,0,0,0,600.05,0,0,1MFF23
20220620,1MF  ,02,2023,0,0,0,0,596.47,0,0,1MFG23
20220620,1MF  ,03,2023,0,0,0,0,592.67,0,0,1MFH23
20220620,1MF  ,04,2023,0,0,0,0,580.55,0,0,1MFJ23
20220620,1MF  ,05,2023,0,0,0,0,575.4,0,0,1MFK23
20220620,1MF  ,06,2023,0,0,0,0,570.28,0,0,1MFM23
20220620,1MF  ,07,2023,0,0,0,0,566.15,0,0,1MFN23
20220620,1MF  ,08,2023,0,0,0,0,559.72,0,0,1MFQ23
20220620,1MF  ,09,2023,0,0,0,0,555.33,0,0,1MFU23
20220620,1MF  ,10,2023,0,0,0,0,551.68,0,0,1MFV23
20220620,1MF  ,11,2023,0,0,0,0,548.43,0,0,1MFX23
20220620,1MF  ,12,2023,0,0,0,0,545.1,0,0,1MFZ23
20220620,1MF  ,01,2024,0,0,0,0,539.6,0,0,1MFF24
20220620,1MF  ,02,2024,0,0,0,0,537.2,0,0,1MFG24
20220620,1MF  ,03,2024,0,0,0,0,535.03,0,0,1MFH24
20220620,1MF  ,04,2024,0,0,0,0,532.9,0,0,1MFJ24
20220620,1MF  ,05,2024,0,0,0,0,530.5,0,0,1MFK24
20220620,1MF  ,06,2024,0,0,0,0,527.92,0,0,1MFM24
20220620,3MF  ,06,2022,0,0,0,0,587.21,0,10,3MFM22
20220620,3MF  ,07,2022,0,0,0,0,578.81,0,15,3MFN22
20220620,3MF  ,08,2022,0,0,0,0,576.42,0,5,3MFQ22
20220620,3MF  ,09,2022,0,0,0,0,572.31,0,5,3MFU22
20220620,3MF  ,10,2022,0,0,0,0,570.87,0,0,3MFV22
20220620,3MF  ,11,2022,0,0,0,0,569.49,0,0,3MFX22
20220620,3MF  ,12,2022,0,0,0,0,554.15,0,0,3MFZ22
20220620,3MF  ,01,2023,0,0,0,0,554.85,0,0,3MFF23
20220620,3MF  ,02,2023,0,0,0,0,552.2,0,0,3MFG23
20220620,3MF  ,03,2023,0,0,0,0,550.25,0,0,3MFH23
20220620,3MF  ,04,2023,0,0,0,0,549.2,0,0,3MFJ23
20220620,3MF  ,05,2023,0,0,0,0,547.38,0,0,3MFK23
20220620,3MF  ,06,2023,0,0,0,0,545.4,0,0,3MFM23
20220620,3MF  ,07,2023,0,0,0,0,544.73,0,0,3MFN23
20220620,3MF  ,08,2023,0,0,0,0,541.33,0,0,3MFQ23
20220620,3MF  ,09,2023,0,0,0,0,538,0,0,3MFU23
20220620,3MF  ,10,2023,0,0,0,0,536.83,0,0,3MFV23
20220620,3MF  ,11,2023,0,0,0,0,533.95,0,0,3MFX23
20220620,3MF  ,12,2023,0,0,0,0,530.95,0,0,3MFZ23
20220620,3MF  ,01,2024,0,0,0,0,524.6,0,0,3MFF24
20220620,3MF  ,02,2024,0,0,0,0,522.7,0,0,3MFG24
20220620,3MF  ,03,2024,0,0,0,0,520.98,0,0,3MFH24
20220620,3MF  ,04,2024,0,0,0,0,521.45,0,0,3MFJ24
20220620,3MF  ,05,2024,0,0,0,0,517.7,0,0,3MFK24
20220620,3MF  ,06,2024,0,0,0,0,515.7,0,0,3MFM24
20220620,ACF  ,06,2022,0,0,0,0,385.33,0,2490,ACFM22
20220620,ACF  ,07,2022,0,0,0,0,360.33,90,2258,ACFN22
20220620,ACF  ,08,2022,0,0,0,0,358,50,1923,ACFQ22
20220620,ACF  ,09,2022,0,0,0,0,354.67,50,1993,ACFU22
20220620,ACF  ,10,2022,0,0,0,0,344.33,0,1687,ACFV22
20220620,ACF  ,11,2022,0,0,0,0,342,10,1637,ACFX22
20220620,ACF  ,12,2022,0,0,0,0,339.67,10,1637,ACFZ22
20220620,ACF  ,01,2023,0,0,0,0,335,40,1016,ACFF23
20220620,ACF  ,02,2023,0,0,0,0,335,40,1016,ACFG23
20220620,ACF  ,03,2023,0,0,0,0,335,40,1017,ACFH23
20220620,ACF  ,04,2023,0,0,0,0,317.33,0,456,ACFJ23
20220620,ACF  ,05,2023,0,0,0,0,317.33,0,456,ACFK23
20220620,ACF  ,06,2023,0,0,0,0,317.33,0,456,ACFM23
20220620,ACF  ,07,2023,0,0,0,0,304.67,0,396,ACFN23
20220620,ACF  ,08,2023,0,0,0,0,304.67,0,396,ACFQ23
20220620,ACF  ,09,2023,0,0,0,0,304.67,0,397,ACFU23
20220620,ACF  ,10,2023,0,0,0,0,288.67,0,406,ACFV23
20220620,ACF  ,11,2023,0,0,0,0,288.67,0,406,ACFX23
20220620,ACF  ,12,2023,0,0,0,0,288.67,0,406,ACFZ23
20220620,ACF  ,01,2024,0,0,0,0,281,0,70,ACFF24
20220620,ACF  ,02,2024,0,0,0,0,281,0,70,ACFG24
20220620,ACF  ,03,2024,0,0,0,0,281,0,70,ACFH24
20220620,ACF  ,04,2024,0,0,0,0,277.44,0,0,ACFJ24
20220620,ACF  ,05,2024,0,0,0,0,277.44,0,0,ACFK24
20220620,ACF  ,06,2024,0,0,0,0,277.44,0,0,ACFM24
20220620,ACF  ,07,2024,0,0,0,0,275.44,0,0,ACFN24
20220620,ACF  ,08,2024,0,0,0,0,275.44,0,0,ACFQ24
20220620,ACF  ,09,2024,0,0,0,0,275.44,0,0,ACFU24
20220620,ACF  ,10,2024,0,0,0,0,273.44,0,0,ACFV24
20220620,ACF  ,11,2024,0,0,0,0,273.44,0,0,ACFX24
20220620,ACF  ,12,2024,0,0,0,0,273.44,0,0,ACFZ24
20220620,ACF  ,01,2025,0,0,0,0,230,0,0,ACFF25
20220620,ACF  ,02,2025,0,0,0,0,230,0,0,ACFG25
20220620,ACF  ,03,2025,0,0,0,0,230,0,0,ACFH25
20220620,ACF  ,04,2025,0,0,0,0,230,0,0,ACFJ25
20220620,ACF  ,05,2025,0,0,0,0,230,0,0,ACFK25
20220620,ACF  ,06,2025,0,0,0,0,230,0,0,ACFM25
20220620,ACF  ,07,2025,0,0,0,0,230,0,0,ACFN25
20220620,ACF  ,08,2025,0,0,0,0,230,0,0,ACFQ25
20220620,ACF  ,09,2025,0,0,0,0,230,0,0,ACFU25
20220620,ACF  ,10,2025,0,0,0,0,230,0,0,ACFV25
20220620,ACF  ,11,2025,0,0,0,0,230,0,0,ACFX25
20220620,ACF  ,12,2025,0,0,0,0,230,0,0,ACFZ25
20220620,ACF  ,01,2026,0,0,0,0,230,0,0,ACFF26
20220620,ACF  ,02,2026,0,0,0,0,230,0,0,ACFG26
20220620,ACF  ,03,2026,0,0,0,0,230,0,0,ACFH26
20220620,ACF  ,04,2026,0,0,0,0,230,0,0,ACFJ26
20220620,ACF  ,05,2026,0,0,0,0,230,0,0,ACFK26
20220620,ACF  ,06,2026,0,0,0,0,230,0,0,ACFM26
20220620,ACF  ,07,2026,0,0,0,0,230,0,0,ACFN26
20220620,ACF  ,08,2026,0,0,0,0,230,0,0,ACFQ26
20220620,ACF  ,09,2026,0,0,0,0,230,0,0,ACFU26
20220620,ACF  ,10,2026,0,0,0,0,230,0,0,ACFV26
20220620,ACF  ,11,2026,0,0,0,0,230,0,0,ACFX26
